time(sec)  velocity(km/h)  position(m)   Power(kW)
 5926       283.51775    280190.05257      8124.94114
 5927       283.51775    280268.80750      8124.94114
 5928       283.51775    280347.56243      8124.94114
 5929       283.51775    280426.31736      8124.94114
 5930       283.51775    280505.07229      8124.94114
 5931       283.51775    280583.82722      8124.94114
 5932       283.51775    280662.58215      8124.94114
 5933       283.51775    280741.33708      8124.94114
 5934       283.51775    280820.09201      8124.94114
 5935       283.51775    280898.84694      8124.94114
 5936       283.51775    280977.60187      8124.94114
 5937       283.51775    281056.35680      8124.94114
 5938       283.51775    281135.11173      8124.94114
 5939       283.51775    281213.86666      8124.94114
 5940       283.51775    281292.62159      8124.94114
 5941       283.51775    281371.37652      8124.94114
 5942       283.51775    281450.13145      8124.94114
 5943       283.51775    281528.88638      8124.94114
 5944       283.51775    281607.64130      8124.94114
 5945       283.51775    281686.39623      8124.94114
 5946       283.51775    281765.15116      8124.94114
 5947       283.51775    281843.90609      8124.94114
 5948       283.51775    281922.66102      8124.94114
 5949       283.51775    282001.41595      8124.94114
 5950       283.51775    282080.17088      8124.94114
 5951       283.51775    282158.92581      8124.94114
 5952       283.51775    282237.68074      8124.94114
 5953       283.51775    282316.43567      8124.94114
 5954       283.51775    282395.19060      8124.94114
 5955       283.51775    282473.94553      8124.94114
 5956       283.51775    282552.70046      8124.94114
 5957       283.51775    282631.45539      8124.94114
 5958       283.51775    282710.21032      8124.94114
 5959       283.51775    282788.96525      8124.94114
 5960       283.51775    282867.72018      8124.94114
 5961       283.51775    282946.47511      8124.94114
 5962       283.51775    283025.23004      8124.94114
 5963       283.51775    283103.98497      8124.94114
 5964       283.51775    283182.73990      8124.94114
 5965       283.51775    283261.49483      8124.94114
 5966       283.51775    283340.24976      8124.94114
 5967       283.51775    283419.00469      8124.94114
 5968       283.51775    283497.75962      8124.94114
 5969       283.51775    283576.51455      8124.94114
 5970       283.51775    283655.26948      8124.94114
 5971       283.51775    283734.02441      8124.94114
 5972       283.51775    283812.77934      8124.94114
 5973       283.51775    283891.53427      8124.94114
 5974       283.51775    283970.28920      8124.94114
 5975       283.51775    284049.04413      8124.94114
 5976       283.51775    284127.79906      8124.94114
 5977       283.51775    284206.55399      8124.94114
 5978       283.51775    284285.30892      8124.94114
 5979       283.51775    284364.06385      8124.94114
 5980       283.51775    284442.81878      8124.94114
 5981       283.51775    284521.57371      8124.94114
 5982       283.51775    284600.32864      8124.94114
 5983       283.51775    284679.08357      8124.94114
 5984       283.51775    284757.83850      8124.94114
 5985       283.51775    284836.59343      8124.94114
 5986       283.51775    284915.34836      8124.94114
 5987       283.51775    284994.10329      8124.94114
 5988       283.51775    285072.85822      8124.94114
 5989       283.51775    285151.61315      8124.94114
 5990       283.51775    285230.36808      8124.94114
 5991       283.51775    285309.12301      8124.94114
 5992       283.51775    285387.87794      8124.94114
 5993       283.51775    285466.63287      8124.94114
 5994       283.51775    285545.38780      8124.94114
 5995       283.51775    285624.14273      8124.94114
 5996       283.51775    285702.89766      8124.94114
 5997       283.51775    285781.65259      8124.94114
 5998       283.51775    285860.40752      8124.94114
 5999       283.51775    285939.16245      8124.94114
 6000       283.51775    286017.91738      8124.94114
 6001       283.51775    286096.67231      1067.68741
 6002       283.51775    286175.42724      1067.68741
 6003       283.51775    286254.18217      1067.68741
 6004       283.51775    286332.93710      1067.68741
 6005       283.51775    286411.69203      1067.68741
 6006       283.51775    286490.44696      1067.68741
 6007       283.51775    286569.20189      1067.68741
 6008       283.51775    286647.95682      1067.68741
 6009       283.51775    286726.71175      1067.68741
 6010       283.51775    286805.46668      1067.68741
 6011       283.51775    286884.22161      1067.68741
 6012       283.51775    286962.97654      1067.68741
 6013       283.51775    287041.73147      1067.68741
 6014       283.51775    287120.48640      1067.68741
 6015       283.51775    287199.24133      1067.68741
 6016       283.51775    287277.99625      1067.68741
 6017       283.51775    287356.75118      1067.68741
 6018       283.51775    287435.50611      1067.68741
 6019       283.51775    287514.26104      1067.68741
 6020       283.51775    287593.01597      1067.68741
 6021       283.51775    287671.77090      1067.68741
 6022       283.51775    287750.52583      1067.68741
 6023       283.51775    287829.28076      1067.68741
 6024       283.51775    287908.03569      1067.68741
 6025       283.51775    287986.79062      1067.68741
 6026       283.51775    288065.54555      1067.68741
 6027       283.51775    288144.30048      1067.68741
 6028       283.51775    288223.05541      1067.68741
 6029       283.51775    288301.81034      8124.94114
 6030       283.51775    288380.56527      8124.94114
 6031       283.51775    288459.32020      8124.94114
 6032       283.51775    288538.07513      8124.94114
 6033       283.51775    288616.83006      8124.94114
 6034       283.51775    288695.58499      8124.94114
 6035       283.51775    288774.33992      8124.94114
 6036       283.51775    288853.09485      8124.94114
 6037       283.51775    288931.84978      8124.94114
 6038       283.51775    289010.60471      8124.94114
 6039       283.51775    289089.35964      8124.94114
 6040       283.51775    289168.11457      8124.94114
 6041       283.51775    289246.86950      8124.94114
 6042       283.51775    289325.62443      8124.94114
 6043       283.51775    289404.37936      8124.94114
 6044       283.51775    289483.13429      8124.94114
 6045       283.51775    289561.88922      8124.94114
 6046       283.51775    289640.64415      8124.94114
 6047       283.51775    289719.39908      8124.94114
 6048       283.51775    289798.15401      8124.94114
 6049       283.51775    289876.90894      8124.94114
 6050       283.51775    289955.66387      8124.94114
 6051       283.51775    290034.41880      8124.94114
 6052       283.51775    290113.17373      8124.94114
 6053       283.51775    290191.92866      8124.94114
 6054       283.51775    290270.68359      8124.94114
 6055       283.51775    290349.43852      8124.94114
 6056       283.51775    290428.19345      8124.94114
 6057       283.51775    290506.94838      8124.94114
 6058       283.51775    290585.70331      8124.94114
 6059       283.51775    290664.45824      8124.94114
 6060       283.51775    290743.21317      8124.94114
 6061       283.51775    290821.96810      8124.94114
 6062       283.51775    290900.72303      8124.94114
 6063       283.51775    290979.47796      8124.94114
 6064       283.51775    291058.23289      8124.94114
 6065       283.51775    291136.98782      8124.94114
 6066       283.51775    291215.74275      8124.94114
 6067       283.51775    291294.49768      8124.94114
 6068       283.51775    291373.25261      8124.94114
 6069       283.51775    291452.00754      8124.94114
 6070       283.51775    291530.76247      8124.94114
 6071       283.51775    291609.51740      8124.94114
 6072       283.51775    291688.27233      8124.94114
 6073       283.51775    291767.02726      8124.94114
 6074       283.51775    291845.78219      8124.94114
 6075       283.51775    291924.53712      8124.94114
 6076       283.51775    292003.29205      8124.94114
 6077       283.51775    292082.04698      8124.94114
 6078       283.51775    292160.80191      8124.94114
 6079       283.51775    292239.55684      8124.94114
 6080       283.51775    292318.31177      8124.94114
 6081       283.51775    292397.06670      8124.94114
 6082       283.51775    292475.82163      8124.94114
 6083       283.51775    292554.57656      8124.94114
 6084       283.51775    292633.33149      8124.94114
 6085       283.51775    292712.08642      8124.94114
 6086       283.51775    292790.84135      8124.94114
 6087       283.51775    292869.59628      8124.94114
 6088       283.51775    292948.35120      8124.94114
 6089       283.51775    293027.10613      8124.94114
 6090       283.51775    293105.86106      8124.94114
 6091       283.51775    293184.61599      8124.94114
 6092       283.51775    293263.37092      8124.94114
 6093       283.51775    293342.12585      8124.94114
 6094       283.51775    293420.88078      8124.94114
 6095       283.51775    293499.63571      8124.94114
 6096       283.51775    293578.39064      8124.94114
 6097       283.51775    293657.14557      8124.94114
 6098       283.51775    293735.90050     11601.01398
 6099       283.51775    293814.65543     11601.01398
 6100       283.51775    293893.41036     11601.01398
 6101       283.51775    293972.16529     11601.01398
 6102       283.51775    294050.92022     11601.01398
 6103       283.51775    294129.67515     11601.01398
 6104       283.51775    294208.43008     11601.01398
 6105       283.51775    294287.18501     11601.01398
 6106       283.51775    294365.93994     11601.01398
 6107       283.51775    294444.69487     11601.01398
 6108       283.51775    294523.44980     11601.01398
 6109       283.51775    294602.20473     11601.01398
 6110       283.51775    294680.95966     11601.01398
 6111       283.51775    294759.71459     11601.01398
 6112       283.51775    294838.46952     11601.01398
 6113       283.51775    294917.22445     11601.01398
 6114       283.51775    294995.97938     11601.01398
 6115       283.51775    295074.73431     11601.01398
 6116       283.51775    295153.48924     11601.01398
 6117       283.51775    295232.24417     11601.01398
 6118       283.51775    295310.99910     11601.01398
 6119       283.51775    295389.75403     11601.01398
 6120       283.51775    295468.50896     11601.01398
 6121       283.51775    295547.26389     11601.01398
 6122       283.51775    295626.01882     11601.01398
 6123       283.51775    295704.77375     11601.01398
 6124       283.51775    295783.52868     11601.01398
 6125       283.51775    295862.28361     11601.01398
 6126       283.51775    295941.03854     11601.01398
 6127       283.51775    296019.79347     11601.01398
 6128       283.51775    296098.54840     11601.01398
 6129       283.51775    296177.30333     11601.01398
 6130       283.51775    296256.05826     11601.01398
 6131       283.51775    296334.81319     11601.01398
 6132       283.51775    296413.56812     11601.01398
 6133       283.51775    296492.32305     11601.01398
 6134       283.51775    296571.07798     11601.01398
 6135       283.51775    296649.83291     11601.01398
 6136       283.51775    296728.58784     11601.01398
 6137       283.51775    296807.34277     11601.01398
 6138       283.51775    296886.09770     11601.01398
 6139       283.51775    296964.85263     11601.01398
 6140       283.51775    297043.60756     11601.01398
 6141       283.51775    297122.36249     11601.01398
 6142       283.51775    297201.11742     11601.01398
 6143       283.51775    297279.87235     11601.01398
 6144       283.51775    297358.62728     11601.01398
 6145       283.51775    297437.38221     11601.01398
 6146       283.51775    297516.13714     11601.01398
 6147       283.51775    297594.89207     11601.01398
 6148       283.51775    297673.64700     11601.01398
 6149       282.97204    297752.32613         0.00000
 6150       282.42757    297830.85386         0.00000
 6151       281.88433    297909.23051         0.00000
 6152       281.34232    297987.45643         0.00000
 6153       280.80153    298065.53197         0.00000
 6154       280.26195    298143.45745         0.00000
 6155       279.72359    298221.23322         0.00000
 6156       279.18644    298298.85961         0.00000
 6157       278.65049    298376.33696         0.00000
 6158       278.27925    298453.68832         0.00000
 6159       277.90884    298530.93666         0.00000
 6160       277.53925    298608.08223         0.00000
 6161       277.17049    298685.12525         0.00000
 6162       276.80256    298762.06595         0.00000
 6163       276.43543    298838.90456         0.00000
 6164       276.06913    298915.64131         0.00000
 6165       275.70363    298992.27641         0.00000
 6166       275.33895    299068.81010         0.00000
 6167       274.97507    299145.24261         0.00000
 6168       274.61200    299221.57415         0.00000
 6169       274.24973    299297.80494         0.00000
 6170       273.88826    299373.93522         0.00000
 6171       273.52758    299449.96520         0.00000
 6172       273.16770    299525.89510         0.00000
 6173       272.80861    299601.72514         0.00000
 6174       272.45031    299677.45555         0.00000
 6175       272.09279    299753.08653         0.00000
 6176       271.73606    299828.61832         0.00000
 6177       271.38011    299904.05112         0.00000
 6178       271.02494    299979.38515         0.00000
 6179       270.67054    300054.62064         0.00000
 6180       270.31692    300129.75779         0.00000
 6181       269.96406    300204.79681         0.00000
 6182       269.61198    300279.73793         0.00000
 6183       269.26066    300354.58135         0.00000
 6184       268.91010    300429.32729         0.00000
 6185       268.56031    300503.97596         0.00000
 6186       268.21127    300578.52756         0.00000
 6187       267.86299    300652.98232         0.00000
 6188       267.51546    300727.34044         0.00000
 6189       267.16868    300801.60212         0.00000
 6190       266.82265    300875.76759         0.00000
 6191       266.47737    300949.83703         0.00000
 6192       266.13282    301023.81067         0.00000
 6193       265.78903    301097.68870         0.00000
 6194       265.44596    301171.47134         0.00000
 6195       265.10364    301245.15879         0.00000
 6196       264.76205    301318.75124         0.00000
 6197       264.42119    301392.24892         0.00000
 6198       264.08106    301465.65201         0.00000
 6199       263.74166    301538.96072         0.00000
 6200       263.40298    301612.17525         0.00000
 6201       263.06502    301685.29581         0.00000
 6202       262.72779    301758.32259         0.00000
 6203       262.39127    301831.25579         0.00000
 6204       262.05547    301904.09561         0.00000
 6205       261.72038    301976.84226         0.00000
 6206       261.38600    302049.49592         0.00000
 6207       261.05233    302122.05680         0.00000
 6208       260.71936    302194.52509         0.00000
 6209       260.38710    302266.90099         0.00000
 6210       260.05554    302339.18469         0.00000
 6211       259.72468    302411.37639         0.00000
 6212       259.39452    302483.47628         0.00000
 6213       259.06506    302555.48455         0.00000
 6214       258.73628    302627.40140         0.00000
 6215       258.40820    302699.22703         0.00000
 6216       258.08080    302770.96161         0.00000
 6217       257.75410    302842.60535         0.00000
 6218       257.42807    302914.15842         0.00000
 6219       257.10273    302985.62104         0.00000
 6220       256.77807    303056.99337         0.00000
 6221       256.45408    303128.27561         0.00000
 6222       256.13078    303199.46795         0.00000
 6223       255.80814    303270.57058         0.00000
 6224       255.48618    303341.58368         0.00000
 6225       255.16488    303412.50744         0.00000
 6226       254.84426    303483.34204         0.00000
 6227       254.52429    303554.08767         0.00000
 6228       254.20500    303624.74452         0.00000
 6229       253.88636    303695.31276         0.00000
 6230       253.56838    303765.79259         0.00000
 6231       253.25106    303836.18418         0.00000
 6232       252.93439    303906.48771         0.00000
 6233       252.61838    303976.70337         0.00000
 6234       252.30302    304046.83135         0.00000
 6235       251.98830    304116.87181         0.00000
 6236       251.67423    304186.82494         0.00000
 6237       251.36081    304256.69092         0.00000
 6238       251.04803    304326.46992         0.00000
 6239       250.73589    304396.16213         0.00000
 6240       250.42439    304465.76773         0.00000
 6241       250.11353    304535.28689         0.00000
 6242       249.80330    304604.71978         0.00000
 6243       249.49371    304674.06659         0.00000
 6244       249.18475    304743.32748         0.00000
 6245       248.87641    304812.50265         0.00000
 6246       248.56870    304881.59224         0.00000
 6247       248.26162    304950.59646         0.00000
 6248       247.95516    305019.51545         0.00000
 6249       247.64933    305088.34941         0.00000
 6250       247.34411    305157.09850         0.00000
 6251       247.03951    305225.76289         0.00000
 6252       246.73553    305294.34276         0.00000
 6253       246.43216    305362.83827         0.00000
 6254       246.12940    305431.24960         0.00000
 6255       245.82725    305499.57691         0.00000
 6256       245.52571    305567.82038         0.00000
 6257       245.22478    305635.98017         0.00000
 6258       244.92445    305704.05645         0.00000
 6259       244.62473    305772.04939         0.00000
 6260       244.32560    305839.95916         0.00000
 6261       244.02708    305907.78592         0.00000
 6262       243.72915    305975.52984         0.00000
 6263       243.43182    306043.19109         0.00000
 6264       243.13509    306110.76983         0.00000
 6265       242.83894    306178.26622         0.00000
 6266       242.54339    306245.68043         0.00000
 6267       242.24842    306313.01263         0.00000
 6268       241.95404    306380.26297         0.00000
 6269       241.66025    306447.43162         0.00000
 6270       241.36704    306514.51874         0.00000
 6271       241.07441    306581.52450         0.00000
 6272       240.78236    306648.44905         0.00000
 6273       240.49089    306715.29256         0.00000
 6274       240.19999    306782.05518         0.00000
 6275       239.90967    306848.73708         0.00000
 6276       239.61992    306915.33841         0.00000
 6277       239.33075    306981.85934         0.00000
 6278       239.04214    307048.30002         0.00000
 6279       238.75410    307114.66061         0.00000
 6280       238.46663    307180.94126         0.00000
 6281       238.17973    307247.14215         0.00000
 6282       237.89338    307313.26341         0.00000
 6283       237.60760    307379.30521         0.00000
 6284       237.32237    307445.26771         0.00000
 6285       237.03771    307511.15105         0.00000
 6286       236.75360    307576.95540         0.00000
 6287       236.47004    307642.68091         0.00000
 6288       236.18704    307708.32773         0.00000
 6289       235.90459    307773.89601         0.00000
 6290       235.62269    307839.38591         0.00000
 6291       235.34134    307904.79758         0.00000
 6292       235.06053    307970.13117         0.00000
 6293       234.78027    308035.38684         0.00000
 6294       234.50056    308100.56473         0.00000
 6295       234.22138    308165.66500         0.00000
 6296       233.94275    308230.68780         0.00000
 6297       233.66465    308295.63327         0.00000
 6298       233.38709    308360.50157         0.00000
 6299       233.11007    308425.29284         0.00000
 6300       232.83358    308490.00723         0.00000
 6301       232.55762    308554.64490         0.00000
 6302       232.28219    308619.20599         0.00000
 6303       232.00730    308683.69064         0.00000
 6304       231.73293    308748.09900         0.00000
 6305       231.45908    308812.43123         0.00000
 6306       231.18577    308876.68745         0.00000
 6307       230.91297    308940.86784         0.00000
 6308       230.64070    309004.97251         0.00000
 6309       230.36895    309069.00163         0.00000
 6310       230.09771    309132.95533         0.00000
 6311       229.82700    309196.83376         0.00000
 6312       229.55680    309260.63707         0.00000
 6313       229.28711    309324.36539         0.00000
 6314       229.01794    309388.01887         0.00000
 6315       228.74928    309451.59765         0.00000
 6316       228.48113    309515.10187         0.00000
 6317       228.21348    309578.53168         0.00000
 6318       227.94635    309641.88721         0.00000
 6319       227.67972    309705.16861         0.00000
 6320       227.41359    309768.37601         0.00000
 6321       227.14797    309831.50956         0.00000
 6322       226.88284    309894.56940         0.00000
 6323       226.61822    309957.55566         0.00000
 6324       226.35410    310020.46848         0.00000
 6325       226.09047    310083.30800         0.00000
 6326       225.82734    310146.07436         0.00000
 6327       225.56470    310208.76770         0.00000
 6328       225.30256    310271.38816         0.00000
 6329       225.04091    310333.93586         0.00000
 6330       224.77975    310396.41095         0.00000
 6331       224.51907    310458.81357         0.00000
 6332       224.25889    310521.14384         0.00000
 6333       223.99919    310583.40190         0.00000
 6334       223.73997    310645.58790         0.00000
 6335       223.48124    310707.70196         0.00000
 6336       223.22299    310769.74421         0.00000
 6337       222.96522    310831.71479         0.00000
 6338       222.70793    310893.61384         0.00000
 6339       222.45112    310955.44149         0.00000
 6340       222.19478    311017.19786         0.00000
 6341       221.93892    311078.88310         0.00000
 6342       221.68353    311140.49733         0.00000
 6343       221.42862    311202.04068         0.00000
 6344       221.17418    311263.51329         0.00000
 6345       220.92020    311324.91529         0.00000
 6346       220.66670    311386.24681         0.00000
 6347       220.41366    311447.50797         0.00000
 6348       220.16109    311508.69891         0.00000
 6349       219.90899    311569.81975         0.00000
 6350       219.65734    311630.87063         0.00000
 6351       219.40616    311691.85167         0.00000
 6352       219.15544    311752.76300         0.00000
 6353       218.90518    311813.60476         0.00000
 6354       218.65538    311874.37706         0.00000
 6355       218.40604    311935.08003         0.00000
 6356       218.15715    311995.71381         0.00000
 6357       217.90871    312056.27851         0.00000
 6358       217.66073    312116.77427         0.00000
 6359       217.41321    312177.20121         0.00000
 6360       217.16613    312237.55945         0.00000
 6361       216.91950    312297.84912         0.00000
 6362       216.67332    312358.07034         0.00000
 6363       216.42759    312418.22325         0.00000
 6364       216.18230    312478.30795         0.00000
 6365       215.93746    312538.32459         0.00000
 6366       215.69306    312598.27327         0.00000
 6367       215.44911    312658.15413         0.00000
 6368       215.20559    312717.96728         0.00000
 6369       214.96252    312777.71285         0.00000
 6370       214.71988    312837.39097         0.00000
 6371       214.47769    312897.00174         0.00000
 6372       214.23593    312956.54530         0.00000
 6373       213.99460    313016.02176         0.00000
 6374       213.75371    313075.43125         0.00000
 6375       213.51325    313134.77388         0.00000
 6376       213.27322    313194.04978         0.00000
 6377       213.03362    313253.25906         0.00000
 6378       212.79445    313312.40185         0.00000
 6379       212.55571    313371.47826         0.00000
 6380       212.31740    313430.48842         0.00000
 6381       212.07951    313489.43243         0.00000
 6382       211.84205    313548.31043         0.00000
 6383       211.60501    313607.12252         0.00000
 6384       211.36840    313665.86883         0.00000
 6385       211.13220    313724.54947         0.00000
 6386       210.89643    313783.16455         0.00000
 6387       210.66107    313841.71421         0.00000
 6388       210.42614    313900.19854         0.00000
 6389       209.63264    313958.54004        -7.68538
 6390       208.84055    314016.66131        -7.65634
 6391       208.04986    314074.56276        -7.62735
 6392       207.26056    314132.24476        -7.59841
 6393       206.47264    314189.70771        -7.56953
 6394       205.68611    314246.95198        -7.54069
 6395       204.90094    314303.97796        -7.51191
 6396       204.11714    314360.78603        -7.48317
 6397       203.33470    314417.37656        -7.45449
 6398       202.55362    314473.74994        -7.42585
 6399       201.77387    314529.90653        -7.39727
 6400       200.99547    314585.84672        -7.36873
 6401       200.21840    314641.57087        -7.34024
 6402       199.44266    314697.07935        -7.31180
 6403       198.66824    314752.37253        -7.28341
 6404       197.89513    314807.45077        -7.25507
 6405       197.12333    314862.31445        -7.22677
 6406       196.35283    314916.96391        -7.19852
 6407       195.58362    314971.39953        -7.17032
 6408       194.81571    315025.62166        -7.14217
 6409       193.91487    315079.61202        -7.10915
 6410       193.01554    315133.35235        -7.07617
 6411       192.11770    315186.84308        -7.04326
 6412       191.22134    315240.08462        -7.01040
 6413       190.32646    315293.07737        -6.97759
 6414       189.43305    315345.82174        -6.94484
 6415       188.54110    315398.31815        -6.91214
 6416       187.65060    315450.56700        -6.87949
 6417       186.76155    315502.56869        -6.84690
 6418       185.87393    315554.32361        -6.81436
 6419       184.98774    315605.83218        -6.78187
 6420       184.10298    315657.09478        -6.74943
 6421       183.21963    315708.11181        -6.71705
 6422       182.33769    315758.88366        -6.68471
 6423       181.45714    315809.41072        -6.65243
 6424       180.57799    315859.69338        -6.62020
 6425       179.70022    315909.73202        -6.58802
 6426       178.82383    315959.52702        -6.55589
 6427       177.94882    316009.07878        -6.52381
 6428       177.07516    316058.38767        -6.49178
 6429       176.20286    316107.45406        -6.45980
 6430       175.33190    316156.27833        -6.42787
 6431       174.46229    316204.86086        -6.39599
 6432       173.59401    316253.20201        -6.36416
 6433       172.72706    316301.30216        -6.33238
 6434       171.86142    316349.16167        -6.30064
 6435       170.99710    316396.78091        -6.26895
 6436       170.13409    316444.16024        -6.23731
 6437       169.27237    316491.30003        -6.20572
 6438       168.41194    316538.20063        -6.17418
 6439       167.55280    316584.86240        -6.14268
 6440       166.69494    316631.28570        -6.11123
 6441       165.83835    316677.47087        -6.07983
 6442       164.98302    316723.41828        -6.04847
 6443       164.12894    316769.12828        -6.01716
 6444       163.27612    316814.60120        -5.98589
 6445       162.42454    316859.83741        -5.95467
 6446       161.57420    316904.83723        -5.92350
 6447       160.72509    316949.60102        -5.89237
 6448       159.87720    316994.12912        -5.86128
 6449       159.03052    317038.42186        -5.83024
 6450       158.18506    317082.47958        -5.79925
 6451       157.34080    317126.30261        -5.76830
 6452       156.49774    317169.89130        -5.73739
 6453       155.65587    317213.24597        -5.70653
 6454       154.81518    317256.36695        -5.67571
 6455       153.97568    317299.25457        -5.64493
 6456       153.13734    317341.90915        -5.61419
 6457       152.30016    317384.33103        -5.58350
 6458       151.46415    317426.52052        -5.55285
 6459       151.15055    317468.55034        -5.54136
 6460       150.83739    317510.49311        -5.52987
 6461       150.52465    317552.34894        -5.51841
 6462       150.21234    317594.11797        -5.50696
 6463       149.90046    317635.80030        -5.49553
 6464       149.58900    317677.39606        -5.48411
 6465       149.27797    317718.90536        -5.47270
 6466       148.96736    317760.32833        -5.46132
 6467       148.65718    317801.66507        -5.44995
 6468       148.34741    317842.91570        -5.43859
 6469       148.03807    317884.08036        -5.42725
 6470       147.72914    317925.15914        -5.41592
 6471       147.42064    317966.15216        -5.40461
 6472       147.11254    318007.05955        -5.39332
 6473       146.80487    318047.88141        -5.38204
 6474       146.49760    318088.61786        -5.37077
 6475       146.19075    318129.26902        -5.35952
 6476       145.88431    318169.83500        -5.34829
 6477       145.57828    318210.31592        -5.33707
 6478       145.27266    318250.71189        -5.32587
 6479       144.96745    318291.02301        -5.31468
 6480       144.66265    318331.24942        -5.30350
 6481       144.35825    318371.39121        -5.29234
 6482       144.05425    318411.44850        -5.28120
 6483       143.75066    318451.42140        -5.27007
 6484       143.44747    318491.31003        -5.25895
 6485       143.14468    318531.11450        -5.24785
 6486       142.84229    318570.83491        -5.23677
 6487       142.54030    318610.47138        -5.22569
 6488       142.23871    318650.02402        -5.21464
 6489       141.93751    318689.49294        -5.20359
 6490       141.63671    318728.87825        -5.19257
 6491       140.94924    318768.12630        -5.16736
 6492       140.26266    318807.18351        -5.14219
 6493       139.57698    318846.05012        -5.11706
 6494       138.89220    318884.72640        -5.09195
 6495       138.20829    318923.21258        -5.06688
 6496       137.52527    318961.50891        -5.04184
 6497       136.84312    318999.61563        -5.01683
 6498       136.16185    319037.53298        -4.99185
 6499       135.48144    319075.26122        -4.96691
 6500       134.80190    319112.80057        -4.94199
 6501       134.12322    319150.15128        -4.91711
 6502       133.44539    319187.31359        -4.89226
 6503       132.76842    319224.28773        -4.86745
 6504       132.09229    319261.07394        -4.84266
 6505       131.41700    319297.67245        -4.81790
 6506       130.74256    319334.08350        -4.79317
 6507       130.06894    319370.30732        -4.76848
 6508       129.39616    319406.34414        -4.74381
 6509       128.72421    319442.19419        -4.71918
 6510       128.05308    319477.85770        -4.69458
 6511       127.38276    319513.33490        -4.67000
 6512       126.71326    319548.62602        -4.64546
 6513       126.04458    319583.73127        -4.62094
 6514       125.37669    319618.65089        -4.59646
 6515       124.70961    319653.38510        -4.57200
 6516       124.04333    319687.93412        -4.54757
 6517       123.37785    319722.29818        -4.52318
 6518       122.71315    319756.47748        -4.49881
 6519       122.04924    319790.47226        -4.47447
 6520       121.38611    319824.28272        -4.45016
 6521       120.72377    319857.90910        -4.42587
 6522       120.06219    319891.35159        -4.40162
 6523       119.40139    319924.61042        -4.37739
 6524       118.74136    319957.68580        -4.35320
 6525       118.08208    319990.57795        -4.32903
 6526       117.42357    320023.28707        -4.30489
 6527       116.76582    320055.81337        -4.28077
 6528       116.10881    320088.15707        -4.25668
 6529       115.45256    320120.31837        -4.23263
 6530       114.79705    320152.29748        -4.20859
 6531       114.14227    320184.09461        -4.18459
 6532       113.48824    320215.70996        -4.16061
 6533       112.83494    320247.14373        -4.13666
 6534       112.18237    320278.39614        -4.11274
 6535       111.53052    320309.46737        -4.08884
 6536       110.87940    320340.35764        -4.06497
 6537       110.22900    320371.06714        -4.04112
 6538       109.57931    320401.59607        -4.01731
 6539       108.93033    320431.94463        -3.99351
 6540       108.28206    320462.11302        -3.96975
 6541       107.63449    320492.10143        -3.94601
 6542       106.98762    320521.91005        -3.92229
 6543       106.34145    320551.53909        -3.89860
 6544       105.69598    320580.98874        -3.87494
 6545       105.05119    320610.25918        -3.85130
 6546       104.40709    320639.35061        -3.82769
 6547       103.76367    320668.26321        -3.80410
 6548       103.12093    320696.99718        -3.78053
 6549       102.47887    320725.55271        -3.75699
 6550       101.83748    320753.92998        -3.73348
 6551       101.19676    320782.12918        -3.70999
 6552       100.55670    320810.15049        -3.68653
 6553        99.91730    320837.99411        -3.66308
 6554        99.27856    320865.66020        -3.63967
 6555        98.64048    320893.14895        -3.61628
 6556        98.00305    320920.46055        -3.59291
 6557        97.36626    320947.59518        -3.56956
 6558        96.73012    320974.55301        -3.54624
 6559        96.09463    321001.33423        -3.52294
 6560        95.45977    321027.93900        -3.49967
 6561        94.82554    321054.36752        -3.47641
 6562        94.19194    321080.61995        -3.45319
 6563        93.55898    321106.69646        -3.42998
 6564        92.92663    321132.59724        -3.40680
 6565        92.29491    321158.32246        -3.38364
 6566        91.66381    321183.87228        -3.36050
 6567        91.03332    321209.24688        -3.33739
 6568        90.40344    321234.44643        -3.31430
 6569        89.77417    321259.47110        -3.29123
 6570        89.14550    321284.32105        -3.26818
 6571        88.51744    321308.99646        -3.24515
 6572        87.88997    321333.49749        -3.22215
 6573        87.26310    321357.82431        -3.19917
 6574        86.63682    321381.97708        -3.17621
 6575        86.01113    321405.95596        -3.15327
 6576        85.38602    321429.76112        -3.13035
 6577        84.76150    321453.39272        -3.10746
 6578        84.13755    321476.85092        -3.08458
 6579        83.51419    321500.13588        -3.06173
 6580        82.89139    321523.24777        -3.03890
 6581        82.26916    321546.18673        -3.01608
 6582        81.64750    321568.95294        -2.99329
 6583        81.02640    321591.54654        -2.97052
 6584        80.40587    321613.96768        -2.94777
 6585        79.78589    321636.21654        -2.92504
 6586        79.16646    321658.29325        -2.90233
 6587        78.54758    321680.19798        -2.87965
 6588        77.92925    321701.93088        -2.85698
 6589        77.31147    321723.49209        -2.83433
 6590        76.69423    321744.88177        -2.81170
 6591        76.07753    321766.10007        -2.78909
 6592        75.46136    321787.14713        -2.76650
 6593        74.84572    321808.02312        -2.74393
 6594        74.23062    321828.72816        -2.72138
 6595        73.61604    321849.26242        -2.69885
 6596        73.00198    321869.62604        -2.67634
 6597        72.38844    321889.81915        -2.65384
 6598        71.77543    321909.84191        -2.63137
 6599        71.16292    321929.69446        -2.60892
 6600        70.55093    321949.37694        -2.58648
 6601        69.93945    321968.88949        -2.56406
