time(sec)  velocity(km/h)  position(m)   Power(kW)
 9742       218.52470    483227.22754         0.00000
 9743       218.27559    483287.89424         0.00000
 9744       218.02694    483348.49182         0.00000
 9745       217.77875    483409.02039         0.00000
 9746       217.53100    483469.48008         0.00000
 9747       217.28371    483529.87101         0.00000
 9748       217.03687    483590.19331         0.00000
 9749       216.79048    483650.44711         0.00000
 9750       216.54453    483710.63253         0.00000
 9751       216.29904    483770.74969         0.00000
 9752       216.05398    483830.79872         0.00000
 9753       215.80937    483890.77974         0.00000
 9754       215.56521    483950.69288         0.00000
 9755       215.32148    484010.53825         0.00000
 9756       215.07820    484070.31599         0.00000
 9757       214.83536    484130.02620         0.00000
 9758       214.59295    484189.66902         0.00000
 9759       214.35098    484249.24457         0.00000
 9760       214.10945    484308.75296         0.00000
 9761       213.86835    484368.19432         0.00000
 9762       213.62768    484427.56877         0.00000
 9763       213.38745    484486.87643         0.00000
 9764       213.14765    484546.11741         0.00000
 9765       212.90827    484605.29185         0.00000
 9766       212.66933    484664.39985         0.00000
 9767       212.43082    484723.44153         0.00000
 9768       212.19273    484782.41703         0.00000
 9769       211.95506    484841.32644         0.00000
 9770       211.71782    484900.16990         0.00000
 9771       211.48100    484958.94751         0.00000
 9772       211.24461    485017.65940         0.00000
 9773       211.00864    485076.30569         0.00000
 9774       210.77308    485134.88648         0.00000
 9775       210.53794    485193.40190         0.00000
 9776       210.30323    485251.85206         0.00000
 9777       210.06892    485310.23708         0.00000
 9778       209.83504    485368.55708         0.00000
 9779       209.60156    485426.81216         0.00000
 9780       209.36850    485485.00245         0.00000
 9781       209.13585    485543.12805         0.00000
 9782       208.90362    485601.18909         0.00000
 9783       208.67179    485659.18567         0.00000
 9784       208.44037    485717.11792         0.00000
 9785       208.20936    485774.98593         0.00000
 9786       207.97875    485832.78984         0.00000
 9787       207.74855    485890.52974         0.00000
 9788       207.51876    485948.20576         0.00000
 9789       207.28936    486005.81799         0.00000
 9790       207.06037    486063.36657         0.00000
 9791       206.83178    486120.85159         0.00000
 9792       206.60359    486178.27317         0.00000
 9793       206.37580    486235.63142         0.00000
 9794       206.14841    486292.92645         0.00000
 9795       205.92142    486350.15837         0.00000
 9796       205.69482    486407.32729         0.00000
 9797       205.46861    486464.43332         0.00000
 9798       205.24280    486521.47658         0.00000
 9799       205.01738    486578.45716         0.00000
 9800       204.79236    486635.37518         0.00000
 9801       204.56772    486692.23074         0.00000
 9802       204.34347    486749.02396         0.00000
 9803       204.11962    486805.75495         0.00000
 9804       203.89615    486862.42380         0.00000
 9805       203.67306    486919.03064         0.00000
 9806       203.45037    486975.57556         0.00000
 9807       203.22805    487032.05867         0.00000
 9808       203.00613    487088.48009         0.00000
 9809       202.78458    487144.83991         0.00000
 9810       202.56341    487201.13824         0.00000
 9811       202.34263    487257.37519         0.00000
 9812       202.12223    487313.55087         0.00000
 9813       201.90220    487369.66537         0.00000
 9814       201.68255    487425.71881         0.00000
 9815       201.46328    487481.71128         0.00000
 9816       201.24439    487537.64290         0.00000
 9817       201.02586    487593.51377         0.00000
 9818       200.80772    487649.32399         0.00000
 9819       200.58994    487705.07367         0.00000
 9820       200.37254    487760.76290         0.00000
 9821       200.15551    487816.39180         0.00000
 9822       199.93885    487871.96046         0.00000
 9823       199.72256    487927.46899         0.00000
 9824       199.21775    487982.87737         0.00000
 9825       198.71380    488038.14564         0.00000
 9826       198.21070    488093.27404         0.00000
 9827       197.70846    488148.26281         0.00000
 9828       197.20706    488203.11219         0.00000
 9829       196.70651    488257.82241         0.00000
 9830       196.20680    488312.39370         0.00000
 9831       195.70794    488366.82631         0.00000
 9832       195.20990    488421.12045         0.00000
 9833       194.71270    488475.27637         0.00000
 9834       194.21633    488529.29429         0.00000
 9835       193.72079    488583.17444         0.00000
 9836       193.22607    488636.91706         0.00000
 9837       192.73217    488690.52238         0.00000
 9838       192.23909    488743.99061         0.00000
 9839       191.74682    488797.32198         0.00000
 9840       191.25537    488850.51673         0.00000
 9841       190.76472    488903.57508         0.00000
 9842       190.27488    488956.49725         0.00000
 9843       189.78585    489009.28346         0.00000
 9844       189.29761    489061.93394         0.00000
 9845       188.81017    489114.44891         0.00000
 9846       188.32352    489166.82859         0.00000
 9847       187.83767    489219.07320         0.00000
 9848       187.35260    489271.18296         0.00000
 9849       186.86832    489323.15809         0.00000
 9850       186.38483    489374.99880         0.00000
 9851       185.90211    489426.70532         0.00000
 9852       185.42017    489478.27786         0.00000
 9853       184.93900    489529.71663         0.00000
 9854       184.45860    489581.02186         0.00000
 9855       183.97898    489632.19374         0.00000
 9856       183.50012    489683.23251         0.00000
 9857       183.02202    489734.13836         0.00000
 9858       182.83357    489784.95163         0.00000
 9859       182.64541    489835.71260         0.00000
 9860       182.45756    489886.42135         0.00000
 9861       182.27000    489937.07795         0.00000
 9862       182.08274    489987.68250         0.00000
 9863       181.89577    490038.23507         0.00000
 9864       181.70911    490088.73575         0.00000
 9865       181.52273    490139.18461         0.00000
 9866       181.33665    490189.58175         0.00000
 9867       181.15087    490239.92724         0.00000
 9868       180.96537    490290.22116         0.00000
 9869       180.78017    490340.46360         0.00000
 9870       180.59527    490390.65463         0.00000
 9871       180.41065    490440.79434         0.00000
 9872       180.22632    490490.88281         0.00000
 9873       180.04228    490540.92012         0.00000
 9874       179.85853    490590.90634         0.00000
 9875       179.67507    490640.84156         0.00000
 9876       179.49189    490690.72586         0.00000
 9877       179.30901    490740.55932         0.00000
 9878       179.12641    490790.34202         0.00000
 9879       178.94409    490840.07403         0.00000
 9880       178.76206    490889.75544         0.00000
 9881       178.58031    490939.38632         0.00000
 9882       178.39885    490988.96676         0.00000
 9883       178.21766    491038.49683         0.00000
 9884       178.03676    491087.97661         0.00000
 9885       177.85615    491137.40619         0.00000
 9886       177.67581    491186.78562         0.00000
 9887       177.49575    491236.11501         0.00000
 9888       177.31597    491285.39441         0.00000
 9889       177.13648    491334.62392         0.00000
 9890       176.95725    491383.80361         0.00000
 9891       176.77831    491432.93355         0.00000
 9892       176.59964    491482.01382         0.00000
 9893       176.42125    491531.04450         0.00000
 9894       176.24314    491580.02566         0.00000
 9895       176.06530    491628.95739         0.00000
 9896       175.88773    491677.83976         0.00000
 9897       175.71044    491726.67284         0.00000
 9898       175.53342    491775.45671         0.00000
 9899       175.35667    491824.19144         0.00000
 9900       175.18020    491872.87712         0.00000
 9901       175.00400    491921.51381         0.00000
 9902       174.82806    491970.10160         0.00000
 9903       174.65240    492018.64055         0.00000
 9904       174.47700    492067.13074         0.00000
 9905       174.30188    492115.57226         0.00000
 9906       174.12702    492163.96516         0.00000
 9907       173.95243    492212.30953         0.00000
 9908       173.77810    492260.60543         0.00000
 9909       173.60405    492308.85295         0.00000
 9910       173.43025    492357.05216         0.00000
 9911       173.25673    492405.20313         0.00000
 9912       173.08346    492453.30594         0.00000
 9913       172.91047    492501.36065         0.00000
 9914       172.73773    492549.36734         0.00000
 9915       172.56526    492597.32609         0.00000
 9916       172.39304    492645.23697         0.00000
 9917       172.22109    492693.10004         0.00000
 9918       172.04940    492740.91539         0.00000
 9919       171.87797    492788.68308         0.00000
 9920       171.70680    492836.40319         0.00000
 9921       171.53589    492884.07578         0.00000
 9922       171.36524    492931.70094         0.00000
 9923       171.19484    492979.27873         0.00000
 9924       171.02471    493026.80922         0.00000
 9925       170.85482    493074.29249         0.00000
 9926       170.68520    493121.72860         0.00000
 9927       170.51583    493169.11764         0.00000
 9928       170.34671    493216.45966         0.00000
 9929       170.17785    493263.75473         0.00000
 9930       170.00924    493311.00294         0.00000
 9931       169.84089    493358.20435         0.00000
 9932       169.67279    493405.35903         0.00000
 9933       169.50494    493452.46704         0.00000
 9934       169.33734    493499.52847         0.00000
 9935       169.16999    493546.54338         0.00000
 9936       169.00290    493593.51184         0.00000
 9937       168.83605    493640.43391         0.00000
 9938       168.66945    493687.30968         0.00000
 9939       168.50310    493734.13920         0.00000
 9940       168.33700    493780.92255         0.00000
 9941       168.17114    493827.65979         0.00000
 9942       168.00554    493874.35099         0.00000
 9943       167.84018    493920.99623         0.00000
 9944       167.67506    493967.59557         0.00000
 9945       167.51019    494014.14908         0.00000
 9946       167.34557    494060.65682         0.00000
 9947       167.18119    494107.11887         0.00000
 9948       167.01705    494153.53529         0.00000
 9949       166.85315    494199.90615         0.00000
 9950       166.68950    494246.23152         0.00000
 9951       166.52609    494292.51147         0.00000
 9952       166.36292    494338.74605         0.00000
 9953       166.20000    494384.93535         0.00000
 9954       166.03731    494431.07942         0.00000
 9955       165.87486    494477.17833         0.00000
 9956       165.71265    494523.23215         0.00000
 9957       165.55069    494569.24095         0.00000
 9958       165.38895    494615.20479         0.00000
 9959       165.22746    494661.12373         0.00000
 9960       165.06621    494706.99785         0.00000
 9961       164.90519    494752.82721         0.00000
 9962       164.74440    494798.61188         0.00000
 9963       164.58386    494844.35192         0.00000
 9964       164.42354    494890.04739         0.00000
 9965       164.26347    494935.69836         0.00000
 9966       164.10362    494981.30490         0.00000
 9967       163.94401    495026.86707         0.00000
 9968       163.78464    495072.38494         0.00000
 9969       163.62549    495117.85857         0.00000
 9970       162.82577    495163.19903        -6.84328
 9971       162.02722    495208.31750        -6.80972
 9972       161.22982    495253.21431        -6.77621
 9973       160.43357    495297.88978        -6.74274
 9974       159.63847    495342.34423        -6.70933
 9975       158.84451    495386.57797        -6.67596
 9976       158.05168    495430.59133        -6.64264
 9977       157.25998    495474.38462        -6.60936
 9978       156.46940    495517.95814        -6.57614
 9979       155.67994    495561.31222        -6.54296
 9980       154.89158    495604.44715        -6.50982
 9981       154.10434    495647.36325        -6.47674
 9982       153.31819    495690.06082        -6.44370
 9983       152.53313    495732.54017        -6.41070
 9984       151.74916    495774.80160        -6.37775
 9985       150.96628    495816.84541        -6.34485
 9986       150.18447    495858.67191        -6.31199
 9987       149.40373    495900.28138        -6.27918
 9988       148.62405    495941.67413        -6.24641
 9989       147.84544    495982.85044        -6.21369
 9990       147.06788    496023.81063        -6.18101
 9991       146.29137    496064.55497        -6.14837
 9992       145.51590    496105.08375        -6.11578
 9993       144.74146    496145.39727        -6.08323
 9994       143.96806    496185.49582        -6.05073
 9995       143.19569    496225.37967        -6.01827
 9996       142.42434    496265.04912        -5.98585
 9997       141.65400    496304.50445        -5.95347
 9998       140.88467    496343.74593        -5.92114
 9999       140.11635    496382.77385        -5.88885
10000       139.34903    496421.58849        -5.85660
10001       138.58270    496460.19011        -5.82439
10002       137.81737    496498.57901        -5.79222
10003       137.05301    496536.75546        -5.76010
10004       136.28964    496574.71971        -5.72802
10005       135.52724    496612.47206        -5.69597
10006       134.76580    496650.01276        -5.66397
10007       134.00534    496687.34208        -5.63201
10008       133.24582    496724.46030        -5.60009
10009       132.48727    496761.36767        -5.56821
10010       131.72966    496798.06447        -5.53637
10011       130.97299    496834.55095        -5.50457
10012       130.21726    496870.82737        -5.47281
10013       129.46247    496906.89400        -5.44108
10014       128.70860    496942.75109        -5.40940
10015       127.95565    496978.39890        -5.37775
10016       127.20363    497013.83769        -5.34615
10017       126.45251    497049.06771        -5.31458
10018       125.70230    497084.08921        -5.28305
10019       124.95300    497118.90245        -5.25156
10020       124.20460    497153.50767        -5.22010
10021       123.45709    497187.90513        -5.18869
10022       122.71046    497222.09507        -5.15731
10023       121.96472    497256.07773        -5.12597
10024       121.21986    497289.85337        -5.09466
10025       120.47588    497323.42222        -5.06339
10026       119.73276    497356.78453        -5.03216
10027       118.99051    497389.94054        -5.00096
10028       118.24912    497422.89049        -4.96981
10029       117.50858    497455.63462        -4.93868
10030       116.76890    497488.17315        -4.90759
10031       116.03006    497520.50634        -4.87654
10032       115.29206    497552.63441        -4.84553
10033       114.55490    497584.55760        -4.81454
10034       113.81857    497616.27614        -4.78360
10035       113.08306    497647.79025        -4.75268
10036       112.34838    497679.10018        -4.72181
10037       111.61452    497710.20613        -4.69096
10038       110.88147    497741.10836        -4.66016
10039       110.14923    497771.80706        -4.62938
10040       109.41780    497802.30249        -4.59864
10041       108.68716    497832.59484        -4.56793
10042       107.95732    497862.68435        -4.53726
10043       107.22828    497892.57124        -4.50662
10044       106.50002    497922.25573        -4.47601
10045       105.77254    497951.73803        -4.44544
10046       105.04584    497981.01836        -4.41489
10047       104.31991    498010.09693        -4.38438
10048       103.59475    498038.97397        -4.35391
10049       102.87036    498067.64968        -4.32346
10050       102.14672    498096.12427        -4.29305
10051       101.42385    498124.39796        -4.26267
10052       100.70172    498152.47096        -4.23232
10053        99.98034    498180.34347        -4.20200
10054        99.25971    498208.01569        -4.17171
10055        98.53981    498235.48785        -4.14146
10056        97.82065    498262.76014        -4.11123
10057        97.10222    498289.83276        -4.08104
10058        96.38451    498316.70591        -4.05087
10059        95.66753    498343.37981        -4.02074
10060        94.95126    498369.85464        -3.99064
10061        94.23571    498396.13061        -3.96056
10062        93.52087    498422.20791        -3.93052
10063        92.80673    498448.08674        -3.90051
10064        92.09329    498473.76730        -3.87052
10065        91.38055    498499.24978        -3.84057
10066        90.66850    498524.53437        -3.81064
10067        89.95715    498549.62127        -3.78074
10068        89.24647    498574.51066        -3.75087
10069        88.53648    498599.20273        -3.72103
10070        87.82716    498623.69768        -3.69122
10071        87.11852    498647.99569        -3.66144
10072        86.41054    498672.09695        -3.63169
10073        85.70323    498696.00164        -3.60196
10074        84.99658    498719.70995        -3.57226
10075        84.29058    498743.22205        -3.54259
10076        83.58524    498766.53814        -3.51294
10077        82.88055    498789.65839        -3.48333
10078        82.17650    498812.58298        -3.45374
10079        81.47309    498835.31209        -3.42417
10080        80.77031    498857.84589        -3.39464
10081        80.06817    498880.18457        -3.36513
10082        79.36666    498902.32830        -3.33564
10083        78.66578    498924.27725        -3.30619
10084        77.96551    498946.03160        -3.27676
10085        77.26586    498967.59151        -3.24735
10086        76.56683    498988.95716        -3.21797
10087        75.86841    499010.12872        -3.18862
10088        75.17059    499031.10636        -3.15929
10089        74.47337    499051.89024        -3.12999
10090        73.77675    499072.48054        -3.10071
10091        73.08072    499092.87741        -3.07146
10092        72.38529    499113.08102        -3.04223
10093        71.69044    499133.09154        -3.01302
10094        70.99618    499152.90912        -2.98385
10095        70.30249    499172.53394        -2.95469
10096        69.60938    499191.96614        -2.92556
10097        68.91684    499211.20589        -2.89646
10098        68.22487    499230.25335        -2.86737
10099        67.53346    499249.10868        -2.83831
10100        66.84262    499267.77202        -2.80928
10101        66.15233    499286.24354        -2.78027
10102        65.46259    499304.52339        -2.75128
10103        64.77341    499322.61173        -2.72231
10104        64.08477    499340.50870        -2.69337
10105        63.39667    499358.21445        -2.66445
10106        62.70911    499375.72914        -2.63556
10107        62.02209    499393.05292        -2.60668
10108        61.33560    499410.18593        -2.57783
10109        60.64963    499427.12833        -2.54900
10110        59.96419    499443.88025        -2.52019
10111        59.27927    499460.44184        -2.49140
10112        58.59487    499476.81325        -2.46264
10113        57.91098    499492.99462        -2.43390
10114        57.22760    499508.98609        -2.40518
10115        56.54473    499524.78780        -2.37648
10116        55.86236    499540.39990        -2.34780
10117        55.18049    499555.82251        -2.31914
10118        54.49912    499571.05579        -2.29050
10119        53.81824    499586.09987        -2.26189
10120        53.13785    499600.95489        -2.23329
10121        52.45794    499615.62097        -2.20472
10122        51.77852    499630.09825        -2.17616
10123        51.09957    499644.38688        -2.14763
10124        50.42110    499658.48697        -2.11911
10125        49.74310    499672.39867        -2.09062
10126        49.06557    499686.12209        -2.06214
10127        48.38851    499699.65738        -2.03368
10128        47.71190    499713.00466        -2.00525
10129        47.03576    499726.16406        -1.97683
10130        46.36007    499739.13570        -1.94843
10131        45.68483    499751.91972        -1.92005
10132        45.01003    499764.51622        -1.89169
10133        44.33569    499776.92535        -1.86335
10134        43.66178    499789.14722        -1.83503
10135        42.98831    499801.18196        -1.80672
10136        42.31528    499813.02968        -1.77844
10137        41.64267    499824.69050        -1.75017
10138        40.97050    499836.16456        -1.72192
10139        40.29875    499847.45195        -1.69369
10140        39.62742    499858.55281        -1.66547
10141        38.95650    499869.46724        -1.63727
10142        38.28601    499880.19537        -1.60909
10143        37.61592    499890.73730        -1.58093
10144        36.94624    499901.09316        -1.55279
10145        36.27697    499911.26304        -1.52466
10146        35.60809    499921.24708        -1.49655
10147        34.93962    499931.04537        -1.46845
10148        34.27154    499940.65803        -1.44037
10149        33.60385    499950.08517        -1.41231
10150        32.93655    499959.32689        -1.38427
10151        32.26964    499968.38331        -1.35624
10152        31.60310    499977.25452        -1.32822
10153        30.93695    499985.94064        -1.30023
10154        30.27117    499994.44177        -1.27224
10155        29.60576    500002.75801        -1.24428
10156        28.94073    500010.88947        -1.21633
10157        28.27605    500018.83624        -1.18839
10158        27.61175    500026.59844        -1.16047
10159        26.94780    500034.17615        -1.13257
10160        26.28420    500041.56948        -1.10468
10161        25.62096    500048.77853        -1.07680
10162        24.95807    500055.80340        -1.04894
10163        24.29553    500062.64418        -1.02110
10164        23.63333    500069.30096        -0.99327
10165        22.97147    500075.77385        -0.96545
10166        22.30995    500082.06294        -0.93765
10167        21.64876    500088.16832        -0.90986
10168        20.98791    500094.09008        -0.88209
10169        20.32738    500099.82831        -0.85432
10170        19.66718    500105.38311        -0.82658
10171        19.00730    500110.75456        -0.79884
10172        18.34773    500115.94276        -0.77112
10173        17.68849    500120.94779        -0.74342
10174        17.02955    500125.76974        -0.71572
10175        16.37093    500130.40870        -0.68804
10176        15.71261    500134.86475        -0.66037
10177        15.05460    500139.13797        -0.63272
10178        14.39688    500143.22845        -0.60508
10179        13.73946    500147.13628        -0.57745
10180        13.08234    500150.86153        -0.54983
10181        12.42551    500154.40428        -0.52222
10182        11.76896    500157.76463        -0.49463
10183        11.11270    500160.94264        -0.46705
10184        10.45673    500163.93839        -0.43948
10185         9.80103    500166.75197        -0.41192
10186         9.14561    500169.38345        -0.38437
10187         8.49046    500171.83290        -0.35684
10188         7.83558    500174.10041        -0.32932
10189         7.18097    500176.18604        -0.30180
10190         6.52662    500178.08987        -0.27430
10191         5.87253    500179.81197        -0.24681
10192         5.21870    500181.35242        -0.21933
10193         4.56513    500182.71129        -0.19186
10194         3.91180    500183.88864        -0.16441
10195         3.25873    500184.88455        -0.13696
10196         2.60590    500185.69908        -0.10952
10197         1.95332    500186.33230        -0.08209
10198         1.30097    500186.78429        -0.05468
10199         0.64887    500187.05510        -0.02727
10200        -0.00301    500187.14480         0.00013
10201         0.00000    500187.14480         0.00000
10202         0.00000    500187.14480         0.00000
10203         0.00000    500187.14480         0.00000
10204         0.00000    500187.14480         0.00000
10205         0.00000    500187.14480         0.00000
10206         0.00000    500187.14480         0.00000
10207         0.00000    500187.14480         0.00000
10208         0.00000    500187.14480         0.00000
10209         0.00000    500187.14480         0.00000
10210         0.00000    500187.14480         0.00000
10211         0.00000    500187.14480         0.00000
10212         0.00000    500187.14480         0.00000
10213         0.00000    500187.14480         0.00000
10214         0.00000    500187.14480         0.00000
10215         0.00000    500187.14480         0.00000
10216         0.00000    500187.14480         0.00000
10217         0.00000    500187.14480         0.00000
10218         0.00000    500187.14480         0.00000
10219         0.00000    500187.14480         0.00000
10220         0.00000    500187.14480         0.00000
10221         0.00000    500187.14480         0.00000
10222         0.00000    500187.14480         0.00000
10223         0.00000    500187.14480         0.00000
10224         0.00000    500187.14480         0.00000
10225         0.00000    500187.14480         0.00000
10226         0.00000    500187.14480         0.00000
10227         0.00000    500187.14480         0.00000
10228         0.00000    500187.14480         0.00000
10229         0.00000    500187.14480         0.00000
10230         0.00000    500187.14480         0.00000
10231         0.00000    500187.14480         0.00000
10232         0.00000    500187.14480         0.00000
10233         0.00000    500187.14480         0.00000
10234         0.00000    500187.14480         0.00000
10235         0.00000    500187.14480         0.00000
10236         0.00000    500187.14480         0.00000
10237         0.00000    500187.14480         0.00000
10238         0.00000    500187.14480         0.00000
10239         0.00000    500187.14480         0.00000
10240         0.00000    500187.14480         0.00000
10241         0.00000    500187.14480         0.00000
10242         0.00000    500187.14480         0.00000
10243         0.00000    500187.14480         0.00000
10244         0.00000    500187.14480         0.00000
10245         0.00000    500187.14480         0.00000
10246         0.00000    500187.14480         0.00000
10247         0.00000    500187.14480         0.00000
10248         0.00000    500187.14480         0.00000
10249         0.00000    500187.14480         0.00000
10250         0.00000    500187.14480         0.00000
10251         0.00000    500187.14480         0.00000
10252         0.00000    500187.14480         0.00000
10253         0.00000    500187.14480         0.00000
10254         0.00000    500187.14480         0.00000
10255         0.00000    500187.14480         0.00000
10256         0.00000    500187.14480         0.00000
10257         0.00000    500187.14480         0.00000
10258         0.00000    500187.14480         0.00000
10259         0.00000    500187.14480         0.00000
10260         0.00000    500187.14480         0.00000
10261         0.00000    500187.14480         0.00000
10262         0.00000    500187.14480         0.00000
10263         0.00000    500187.14480         0.00000
10264         0.00000    500187.14480         0.00000
10265         0.00000    500187.14480         0.00000
10266         0.00000    500187.14480         0.00000
10267         0.00000    500187.14480         0.00000
10268         0.00000    500187.14480         0.00000
10269         0.00000    500187.14480         0.00000
10270         0.00000    500187.14480         0.00000
10271         0.00000    500187.14480         0.00000
10272         0.00000    500187.14480         0.00000
10273         0.00000    500187.14480         0.00000
10274         0.00000    500187.14480         0.00000
10275         0.00000    500187.14480         0.00000
10276         0.00000    500187.14480         0.00000
10277         0.00000    500187.14480         0.00000
10278         0.00000    500187.14480         0.00000
10279         0.00000    500187.14480         0.00000
10280         0.00000    500187.14480         0.00000
10281         0.00000    500187.14480         0.00000
10282         0.00000    500187.14480         0.00000
10283         0.00000    500187.14480         0.00000
10284         0.00000    500187.14480         0.00000
10285         0.00000    500187.14480         0.00000
10286         0.00000    500187.14480         0.00000
10287         0.00000    500187.14480         0.00000
10288         0.00000    500187.14480         0.00000
10289         0.00000    500187.14480         0.00000
10290         0.00000    500187.14480         0.00000
10291         0.00000    500187.14480         0.00000
10292         0.00000    500187.14480         0.00000
10293         0.00000    500187.14480         0.00000
10294         0.00000    500187.14480         0.00000
10295         0.00000    500187.14480         0.00000
10296         0.00000    500187.14480         0.00000
10297         0.00000    500187.14480         0.00000
10298         0.00000    500187.14480         0.00000
10299         0.00000    500187.14480         0.00000
10300         0.00000    500187.14480         0.00000
10301         0.00000    500187.14480         0.00000
10302         0.00000    500187.14480         0.00000
10303         0.00000    500187.14480         0.00000
10304         0.00000    500187.14480         0.00000
10305         0.00000    500187.14480         0.00000
10306         0.00000    500187.14480         0.00000
10307         0.00000    500187.14480         0.00000
10308         0.00000    500187.14480         0.00000
10309         0.00000    500187.14480         0.00000
10310         0.00000    500187.14480         0.00000
10311         0.00000    500187.14480         0.00000
10312         0.00000    500187.14480         0.00000
10313         0.00000    500187.14480         0.00000
10314         0.00000    500187.14480         0.00000
10315         0.00000    500187.14480         0.00000
10316         0.00000    500187.14480         0.00000
10317         0.00000    500187.14480         0.00000
10318         0.00000    500187.14480         0.00000
10319         0.00000    500187.14480         0.00000
10320         0.00000    500187.14480         0.00000
10321         1.84146    500190.25576       255.75892
10322         3.68227    500191.02294       511.42611
10323         5.52239    500192.30137       766.99843
10324         7.36180    500194.09084      1022.47273
10325         9.20049    500196.39116      1277.84587
10326        11.03843    500199.20212      1533.11473
10327        12.87559    500202.52351      1788.27618
10328        14.71196    500206.35511      2043.32709
10329        16.54750    500210.69670      2298.26435
10330        18.38221    500215.54805      2553.08485
10331        20.21606    500220.90892      2807.78549
10332        22.04901    500226.77907      3062.36316
10333        23.88107    500233.15825      3316.81477
10334        25.71219    500240.04620      3571.13724
10335        27.54236    500247.44267      3825.32749
10336        29.37155    500255.34738      4079.38244
10337        31.19975    500263.76006      4333.29902
10338        33.02693    500272.68043      4587.07418
10339        34.85308    500282.10821      4840.70486
10340        36.67815    500292.04310      5094.18801
10341        38.50215    500302.48481      5347.52060
10342        40.32504    500313.43303      5600.69959
10343        42.14680    500324.88745      5853.72196
10344        43.96741    500336.84776      6106.58469
10345        45.78685    500349.31363      6359.28476
10346        47.60510    500362.28473      6611.81919
10347        49.42213    500375.76074      6864.18498
10348        51.23793    500389.74130      7116.37913
10349        53.05247    500404.22608      7368.39868
10350        54.86573    500419.21472      7620.24065
10351        56.67770    500434.70686      7871.90209
10352        58.48834    500450.70214      8123.38004
10353        60.29764    500467.20020      8374.67157
10354        62.10557    500484.20064      8625.77373
10355        63.91212    500501.70310      8876.68360
10356        65.71727    500519.70718      9127.39827
10357        67.52099    500538.21249      9377.91484
10358        69.32326    500557.21864      9628.23040
10359        69.32326    500576.47510       267.67665
10360        69.32326    500595.73156       267.67665
10361        69.32326    500614.98802       267.67665
10362        69.32326    500634.24448       267.67665
10363        69.32326    500653.50094       267.67665
10364        69.32326    500672.75740       267.67665
10365        69.32326    500692.01386       267.67665
10366        69.32326    500711.27033       267.67665
10367        69.32326    500730.52679       267.67665
10368        69.32326    500749.78325       267.67665
10369        69.32326    500769.03971       267.67665
10370        69.32326    500788.29617       267.67665
10371        69.32326    500807.55263       267.67665
10372        69.32326    500826.80909       267.67665
10373        69.32326    500846.06555       267.67665
10374        69.32326    500865.32201       267.67665
10375        69.32326    500884.57847       267.67665
10376        69.32326    500903.83493       267.67665
10377        69.32326    500923.09139       267.67665
10378        69.32326    500942.34785       267.67665
10379        69.32326    500961.60432       267.67665
10380        69.32326    500980.86078       267.67665
10381        69.32326    501000.11724       267.67665
10382        69.32326    501019.37370       267.67665
10383        69.32326    501038.63016       267.67665
10384        69.32326    501057.88662       267.67665
10385        69.32326    501077.14308       267.67665
10386        69.32326    501096.39954       267.67665
10387        69.32326    501115.65600       267.67665
10388        69.32326    501134.91246       267.67665
10389        69.32326    501154.16892       267.67665
10390        69.32326    501173.42538       267.67665
10391        69.32326    501192.68185       267.67665
10392        69.32326    501211.93831       267.67665
10393        69.32326    501231.19477       267.67665
10394        69.32326    501250.45123       267.67665
10395        69.32326    501269.70769       267.67665
10396        69.32326    501288.96415       267.67665
10397        69.32326    501308.22061       267.67665
10398        69.32326    501327.47707       267.67665
10399        69.32326    501346.73353       267.67665
10400        69.32326    501365.98999       267.67665
10401        69.32326    501385.24645       267.67665
10402        69.32326    501404.50291       267.67665
10403        69.32326    501423.75937       267.67665
10404        69.32326    501443.01584       267.67665
10405        69.32326    501462.27230       267.67665
10406        69.32326    501481.52876       267.67665
10407        69.32326    501500.78522       267.67665
10408        69.32326    501520.04168       267.67665
10409        69.32326    501539.29814       267.67665
10410        69.32326    501558.55460       267.67665
10411        69.32326    501577.81106       267.67665
10412        69.32326    501597.06752       267.67665
10413        69.32326    501616.32398       267.67665
10414        69.32326    501635.58044       267.67665
10415        69.32326    501654.83690       267.67665
10416        69.32326    501674.09337       267.67665
10417        69.32326    501693.34983       267.67665
10418        69.32326    501712.60629       267.67665
10419        69.32326    501731.86275       267.67665
10420        69.32326    501751.11921       267.67665
10421        69.32326    501770.37567       267.67665
10422        69.32326    501789.63213       267.67665
10423        69.32326    501808.88859       267.67665
10424        69.32326    501828.14505       267.67665
10425        69.32326    501847.40151       267.67665
10426        69.32326    501866.65797       267.67665
10427        69.32326    501885.91443       267.67665
10428        69.32326    501905.17089       267.67665
10429        69.32326    501924.42736       267.67665
10430        69.32326    501943.68382       267.67665
10431        69.32326    501962.94028       267.67665
10432        69.32326    501982.19674       267.67665
10433        69.32326    502001.45320       267.67665
10434        69.32326    502020.70966       267.67665
10435        69.32326    502039.96612       267.67665
10436        69.32326    502059.22258       267.67665
10437        69.32326    502078.47904       267.67665
10438        69.32326    502097.73550       267.67665
10439        69.32326    502116.99196       267.67665
10440        69.32326    502136.24842       267.67665
10441        69.32326    502155.50488       267.67665
10442        69.32326    502174.76135       267.67665
10443        69.32326    502194.01781       267.67665
10444        69.32326    502213.27427       267.67665
10445        69.32326    502232.53073       267.67665
10446        69.32326    502251.78719       267.67665
10447        69.32326    502271.04365       267.67665
10448        69.32326    502290.30011       267.67665
