time(sec)  velocity(km/h)  position(m)   Power(kW)
 3407        83.76402    166419.14308        -3.27499
 3408        83.10384    166442.31917        -3.24917
 3409        82.44427    166465.31197        -3.22339
 3410        81.78530    166488.12163        -3.19762
 3411        81.12692    166510.74832        -3.17188
 3412        80.46914    166533.19222        -3.14616
 3413        79.81196    166555.45349        -3.12047
 3414        79.15536    166577.53228        -3.09480
 3415        78.49934    166599.42877        -3.06915
 3416        77.84390    166621.14310        -3.04352
 3417        77.18904    166642.67546        -3.01792
 3418        76.53476    166664.02599        -2.99234
 3419        75.88104    166685.19485        -2.96678
 3420        75.22789    166706.18220        -2.94124
 3421        74.57531    166726.98820        -2.91573
 3422        73.92328    166747.61300        -2.89024
 3423        73.27181    166768.05676        -2.86476
 3424        72.62090    166788.31964        -2.83932
 3425        71.97053    166808.40178        -2.81389
 3426        71.32071    166828.30334        -2.78848
 3427        70.67144    166848.02448        -2.76310
 3428        70.02270    166867.56533        -2.73773
 3429        69.37451    166886.92605        -2.71239
 3430        68.72684    166906.10680        -2.68707
 3431        68.07971    166925.10771        -2.66176
 3432        67.43310    166943.92893        -2.63648
 3433        66.78702    166962.57061        -2.61122
 3434        66.14145    166981.03290        -2.58598
 3435        65.49641    166999.31594        -2.56076
 3436        64.85188    167017.41987        -2.53556
 3437        64.20786    167035.34483        -2.51038
 3438        63.56435    167053.09097        -2.48522
 3439        62.92134    167070.65842        -2.46008
 3440        62.27883    167088.04734        -2.43496
 3441        61.63682    167105.25784        -2.40986
 3442        60.99531    167122.29008        -2.38478
 3443        60.35428    167139.14419        -2.35972
 3444        59.71375    167155.82031        -2.33467
 3445        59.07370    167172.31857        -2.30965
 3446        58.43414    167188.63910        -2.28464
 3447        57.79505    167204.78204        -2.25966
 3448        57.15644    167220.74753        -2.23469
 3449        56.51830    167236.53568        -2.20974
 3450        55.88063    167252.14665        -2.18481
 3451        55.24343    167267.58055        -2.15990
 3452        54.60669    167282.83751        -2.13500
 3453        53.97042    167297.91766        -2.11012
 3454        53.33460    167312.82114        -2.08526
 3455        52.69923    167327.54806        -2.06042
 3456        52.06432    167342.09855        -2.03560
 3457        51.42986    167356.47274        -2.01079
 3458        50.79584    167370.67075        -1.98600
 3459        50.16226    167384.69271        -1.96123
 3460        49.52912    167398.53874        -1.93648
 3461        48.89642    167412.20895        -1.91174
 3462        48.26415    167425.70347        -1.88702
 3463        47.63231    167439.02243        -1.86232
 3464        47.00090    167452.16593        -1.83763
 3465        46.36991    167465.13410        -1.81296
 3466        45.73935    167477.92705        -1.78831
 3467        45.10920    167490.54490        -1.76367
 3468        44.47947    167502.98778        -1.73905
 3469        43.85015    167515.25578        -1.71444
 3470        43.22124    167527.34903        -1.68985
 3471        42.59274    167539.26764        -1.66528
 3472        41.96464    167551.01172        -1.64072
 3473        41.33694    167562.58138        -1.61618
 3474        40.70964    167573.97674        -1.59166
 3475        40.08273    167585.19790        -1.56715
 3476        39.45622    167596.24498        -1.54265
 3477        38.83009    167607.11808        -1.51817
 3478        38.20436    167617.81731        -1.49371
 3479        37.57900    167628.34277        -1.46926
 3480        36.95403    167638.69458        -1.44482
 3481        36.32943    167648.87284        -1.42040
 3482        35.70521    167658.87765        -1.39599
 3483        35.08135    167668.70912        -1.37160
 3484        34.45787    167678.36734        -1.34723
 3485        33.83476    167687.85243        -1.32286
 3486        33.21200    167697.16448        -1.29852
 3487        32.58961    167706.30359        -1.27418
 3488        31.96758    167715.26987        -1.24986
 3489        31.34590    167724.06341        -1.22555
 3490        30.72457    167732.68431        -1.20126
 3491        30.10359    167741.13266        -1.17698
 3492        29.48296    167749.40857        -1.15272
 3493        28.86267    167757.51213        -1.12847
 3494        28.24273    167765.44344        -1.10423
 3495        27.62312    167773.20258        -1.08000
 3496        27.00384    167780.78966        -1.05579
 3497        26.38490    167788.20476        -1.03159
 3498        25.76629    167795.44798        -1.00740
 3499        25.14800    167802.51941        -0.98323
 3500        24.53004    167809.41914        -0.95907
 3501        23.91240    167816.14726        -0.93492
 3502        23.29508    167822.70385        -0.91079
 3503        22.67808    167829.08901        -0.88666
 3504        22.06139    167835.30283        -0.86255
 3505        21.44501    167841.34538        -0.83845
 3506        20.82893    167847.21676        -0.81436
 3507        20.21316    167852.91706        -0.79029
 3508        19.59770    167858.44634        -0.76623
 3509        18.98253    167863.80471        -0.74217
 3510        18.36766    167868.99224        -0.71813
 3511        17.75309    167874.00901        -0.69411
 3512        17.13881    167878.85510        -0.67009
 3513        16.52481    167883.53061        -0.64608
 3514        15.91110    167888.03559        -0.62209
 3515        15.29768    167892.37015        -0.59811
 3516        14.68454    167896.53434        -0.57413
 3517        14.07167    167900.52826        -0.55017
 3518        13.45908    167904.35198        -0.52622
 3519        12.84676    167908.00557        -0.50228
 3520        12.23472    167911.48910        -0.47835
 3521        11.62294    167914.80267        -0.45443
 3522        11.01142    167917.94633        -0.43052
 3523        10.40017    167920.92016        -0.40662
 3524         9.78918    167923.72424        -0.38273
 3525         9.17844    167926.35863        -0.35886
 3526         8.56796    167928.82341        -0.33499
 3527         7.95773    167931.11864        -0.31113
 3528         7.34775    167933.24440        -0.28728
 3529         6.73802    167935.20076        -0.26344
 3530         6.12853    167936.98778        -0.23961
 3531         5.51928    167938.60553        -0.21579
 3532         4.91027    167940.05408        -0.19198
 3533         4.30149    167941.33349        -0.16818
 3534         3.69295    167942.44383        -0.14439
 3535         3.08464    167943.38516        -0.12060
 3536         2.47656    167944.15755        -0.09683
 3537         1.86871    167944.76106        -0.07306
 3538         1.26107    167945.19575        -0.04931
 3539         0.65366    167945.46168        -0.02556
 3540         0.04647    167945.55892        -0.00182
 3541         0.00000    167945.55892         0.00000
 3542         0.00000    167945.55892         0.00000
 3543         0.00000    167945.55892         0.00000
 3544         0.00000    167945.55892         0.00000
 3545         0.00000    167945.55892         0.00000
 3546         0.00000    167945.55892         0.00000
 3547         0.00000    167945.55892         0.00000
 3548         0.00000    167945.55892         0.00000
 3549         0.00000    167945.55892         0.00000
 3550         0.00000    167945.55892         0.00000
 3551         0.00000    167945.55892         0.00000
 3552         0.00000    167945.55892         0.00000
 3553         0.00000    167945.55892         0.00000
 3554         0.00000    167945.55892         0.00000
 3555         0.00000    167945.55892         0.00000
